Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KX452053	Dengue (denv1)	TM30	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
MF033236	Dengue (denv1)	V14455	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033233	Dengue (denv1)	V11777	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033223	Dengue (denv1)	V31633	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033218	Dengue (denv1)	V23136	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MG097876	Dengue (denv1)	SG_EHI_D1/30889Y14	Koo et al	Transmission success of dengue virus is highly selective despite repeated introduction of different viral strains with similar evolutionary rate	Unpublished	Genbank
MN444623	Dengue (denv1)	LSDFV01	?			Genbank
MF033260	Dengue (denv1)	V48555	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF683116	Dengue (denv1)	YN17741	Wen et al	Complete genome analysis of Dengue virus type 1 isolated in 2017 Yunnan, China	Unpublished	Genbank
MF683117	Dengue (denv1)	YN176282	Wen et al	Complete genome analysis of Dengue virus type 1 isolated in 2017 Yunnan, China	Unpublished	Genbank
MF681692	Dengue (denv1)	YN2	Wen et al	Complete genome analysis of Dengue virus type 1 isolated from the 2017, Dengue outbreak in Yunnan, China	Unpublished	Genbank
MF681693	Dengue (denv1)	YN176272	Sun et al	Complete genome analysis of Dengue virus type 1 isolated from the 2017 in Yunnan, China	Unpublished	Genbank
MK167000	Dengue (denv1)	YNBN1009	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167004	Dengue (denv1)	YNBN1019	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167002	Dengue (denv1)	YNBN1006	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167014	Dengue (denv1)	YNBN1023	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167009	Dengue (denv1)	YNBN1016	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK166999	Dengue (denv1)	YNBN1024	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK166998	Dengue (denv1)	YNBN1022	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK166993	Dengue (denv1)	YNBN1018	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK166995	Dengue (denv1)	YNBN1015	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167016	Dengue (denv1)	YNBN1012	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167008	Dengue (denv1)	YNBN1014	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK166996	Dengue (denv1)	YNBN1011	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167011	Dengue (denv1)	YNBN1010	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167007	Dengue (denv1)	YNBN1013	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167019	Dengue (denv1)	YNBN1028	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167010	Dengue (denv1)	YNBN1020	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167017	Dengue (denv1)	YNBN1027	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167015	Dengue (denv1)	YNBN1021	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167012	Dengue (denv1)	YNBN1025	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
EU081280	Dengue (denv1)	D1/SG/06K2236DK1/2006	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081235	Dengue (denv1)	D1/SG/05K2928DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081262	Dengue (denv1)	D1/SG/05K4173DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081263	Dengue (denv1)	D1/SG/05K4174DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081249	Dengue (denv1)	D1/SG/05K3916DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081275	Dengue (denv1)	D1/SG/05K4620DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081274	Dengue (denv1)	D1/SG/05K4609DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081266	Dengue (denv1)	D1/SG/05K4441DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081240	Dengue (denv1)	D1/SG/05K3886DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081227	Dengue (denv1)	D1/SG/05K847DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081237	Dengue (denv1)	D1/SG/05K3300DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081231	Dengue (denv1)	D1/SG/05K2887DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081228	Dengue (denv1)	D1/SG/05K872DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081245	Dengue (denv1)	D1/SG/05K3908DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081233	Dengue (denv1)	D1/SG/05K2901DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081236	Dengue (denv1)	D1/SG/05K3297DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081268	Dengue (denv1)	D1/SG/05K4468DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081243	Dengue (denv1)	D1/SG/05K3904DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081273	Dengue (denv1)	D1/SG/05K4606DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081279	Dengue (denv1)	D1/SG/05K4820DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081272	Dengue (denv1)	D1/SG/05K4605DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081271	Dengue (denv1)	D1/SG/05K4604DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081264	Dengue (denv1)	D1/SG/05K4175DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081261	Dengue (denv1)	D1/SG/05K4172DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
KY057369	Dengue (denv1)	SUB_038A	?			Genbank
MF033207	Dengue (denv1)	V17168	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033230	Dengue (denv1)	V8355	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KT831765	Dengue (denv1)	BO15/14	Churrotin et al	Dengue virus type 1 strain isolated in Indonesia shows a close phylogenetic relationship with the strains that caused the autochthonous dengue outbreak in Japan in 2014	Jpn. J. Infect. Dis. (2016) In press	Genbank
MF033217	Dengue (denv1)	V21653	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KY921902	Dengue (denv1)	SG_EHI_D1/10760Y15	Hapuarachchi et al	Dengue virus diversity in Singapore	Unpublished	Genbank
MF033228	Dengue (denv1)	V10760	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KU666942	Dengue (denv1)	TM100	?			Genbank
KJ806953	Dengue (denv1)	SG_EHI_D1/04009Y13	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
MF033206	Dengue (denv1)	V13160	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KX452055	Dengue (denv1)	TM45	?			Genbank
KX452064	Dengue (denv1)	TM236	?			Genbank
KX452060	Dengue (denv1)	TM85	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KU666941	Dengue (denv1)	TM99	?			Genbank
KX452058	Dengue (denv1)	TM79	?			Genbank
MF033208	Dengue (denv1)	V26424	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KJ806963	Dengue (denv1)	SG_EHI_D1/07211Y14	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
KP723476	Dengue (denv1)	DENV1/CN/GZ35/2014	Zhao et al	Epidemiological and Virological Characterizations of the 2014 Dengue Outbreak in Guangzhou, China	PLoS ONE 11 (6), E0156548 (2016)	Genbank
KX452057	Dengue (denv1)	TM71	?			Genbank
KX452065	Dengue (denv1)	TM248	?			Genbank
KX452054	Dengue (denv1)	TM32	?			Genbank
MF033245	Dengue (denv1)	V5372	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MG767211	Dengue (denv1)	09041/DENV_1/GZ/2017	Li et al	Direct Submission	Submitted (07-JAN-2018) Pathogen Biology, Southern Medical University, 1023-1063 Shatainan Road, Baiyun District, Guangzhou, Guangdong 510515, China	Genbank
MF033259	Dengue (denv1)	V44259	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033247	Dengue (denv1)	V7980	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033249	Dengue (denv1)	V8826	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KU666940	Dengue (denv1)	TM50	?			Genbank
KX452056	Dengue (denv1)	TM70	?			Genbank
KX452051	Dengue (denv1)	TM23	?			Genbank
KX452052	Dengue (denv1)	TM27	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KX452050	Dengue (denv1)	TM19	?			Genbank
MF033240	Dengue (denv1)	V46407	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MH271404	Dengue (denv1)	DV1C/China/GDgz/14629/2014	Zou et al	Virulence difference of five type I dengue viruses and the intrinsic molecular mechanism	PLoS Negl Trop Dis 13 (3), e0007202 (2019)	Genbank
LC016760	Dengue (denv1)	D1/Hu/Hyogo/NIID188/2014	Tajima et al	Whole Genome Sequencing-Based Molecular Epidemiologic Analysis of Autochthonous Dengue Virus Type 1 Strains Circulating in Japan in 2014	Jpn. J. Infect. Dis. 70 (1), 45-49 (2017)	Genbank
LC011948	Dengue (denv1)	D1/Hu/Chiba/NIID153/2014	Tajima et al	Whole Genome Sequencing-Based Molecular Epidemiologic Analysis of Autochthonous Dengue Virus Type 1 Strains Circulating in Japan in 2014	Jpn. J. Infect. Dis. 70 (1), 45-49 (2017)	Genbank
LC335873	Dengue (denv1)	YP10/Mosq/Tokyo/2014	Kobayashi et al	Dengue Virus Infection in Aedes albopictus during the 2014 Autochthonous Dengue Outbreak in Tokyo Metropolis, Japan	Am. J. Trop. Med. Hyg. 98 (5), 1460-1468 (2018)	Genbank
LC335879	Dengue (denv1)	YP18/Mosq/Tokyo/2014	Kobayashi et al	Dengue Virus Infection in Aedes albopictus during the 2014 Autochthonous Dengue Outbreak in Tokyo Metropolis, Japan	Am. J. Trop. Med. Hyg. 98 (5), 1460-1468 (2018)	Genbank
LC335871	Dengue (denv1)	YP02/Mosq/Tokyo/2014	Kobayashi et al	Dengue Virus Infection in Aedes albopictus during the 2014 Autochthonous Dengue Outbreak in Tokyo Metropolis, Japan	Am. J. Trop. Med. Hyg. 98 (5), 1460-1468 (2018)	Genbank
LC335877	Dengue (denv1)	MJ07/Mosq/Tokyo/2014	Kobayashi et al	Dengue Virus Infection in Aedes albopictus during the 2014 Autochthonous Dengue Outbreak in Tokyo Metropolis, Japan	Am. J. Trop. Med. Hyg. 98 (5), 1460-1468 (2018)	Genbank
LC011946	Dengue (denv1)	D1/Hu/Tokyo/NIID111/2014	Tajima et al	Whole Genome Sequencing-Based Molecular Epidemiologic Analysis of Autochthonous Dengue Virus Type 1 Strains Circulating in Japan in 2014	Jpn. J. Infect. Dis. 70 (1), 45-49 (2017)	Genbank
LC011945	Dengue (denv1)	D1/Hu/Saitama/NIID100/2014	Tajima et al	Whole Genome Sequencing-Based Molecular Epidemiologic Analysis of Autochthonous Dengue Virus Type 1 Strains Circulating in Japan in 2014	Jpn. J. Infect. Dis. 70 (1), 45-49 (2017)	Genbank
